city,timestamp,temperature,season
New York,2010-01-01,2.2860678298282955,winter
New York,2010-01-02,7.755580607917877,winter
New York,2010-01-03,-1.3600116225952834,winter
New York,2010-01-04,-0.3422538381212985,winter
New York,2010-01-05,2.3407771129172357,winter
New York,2010-01-06,-2.4844685751442523,winter
New York,2010-01-07,-1.836993817248933,winter
New York,2010-01-08,1.7795112912950406,winter
New York,2010-01-09,0.7685880044821165,winter
New York,2010-01-10,3.6649769828481435,winter
New York,2010-01-11,0.6229662678397029,winter
New York,2010-01-12,11.412640302036793,winter
New York,2010-01-13,0.1825325324607126,winter
New York,2010-01-14,-6.105552940793679,winter
New York,2010-01-15,-3.246485336946651,winter
New York,2010-01-16,-0.7808300646948018,winter
New York,2010-01-17,5.039907211464394,winter
New York,2010-01-18,-4.046548676398395,winter
New York,2010-01-19,2.4097343837566227,winter
New York,2010-01-20,-2.398305833259158,winter
New York,2010-01-21,-1.8845737911262326,winter
New York,2010-01-22,-0.5969281672566851,winter
New York,2010-01-23,1.5158127827609211,winter
New York,2010-01-24,4.023504320004683,winter
New York,2010-01-25,4.536371685210266,winter
New York,2010-01-26,-10.707886266960298,winter
New York,2010-01-27,-1.224439957802315,winter
New York,2010-01-28,-2.0660734794875895,winter
New York,2010-01-29,-0.6764273706170276,winter
New York,2010-01-30,7.265898546617721,winter
New York,2010-01-31,7.186715958856035,winter
New York,2010-02-01,1.0424797975593225,winter
New York,2010-02-02,6.411427698890617,winter
New York,2010-02-03,-1.0146677435662625,winter
New York,2010-02-04,-0.7001259129549338,winter
New York,2010-02-05,8.74113530966919,winter
New York,2010-02-06,-3.7193042554698383,winter
New York,2010-02-07,-7.982038902644481,winter
New York,2010-02-08,-1.1735676743559593,winter
New York,2010-02-09,5.678391882028754,winter
New York,2010-02-10,-3.687064334095422,winter
New York,2010-02-11,4.183453662465192,winter
New York,2010-02-12,3.4169920382393615,winter
New York,2010-02-13,1.2193458151929,winter
New York,2010-02-14,1.4358603520225421,winter
New York,2010-02-15,-4.121029520656821,winter
New York,2010-02-16,5.005391727567162,winter
New York,2010-02-17,0.1869736971542577,winter
New York,2010-02-18,-3.0091025494145023,winter
New York,2010-02-19,-3.098592229422596,winter
New York,2010-02-20,1.0182491014483939,winter
New York,2010-02-21,-7.171822347253705,winter
New York,2010-02-22,-4.963015793890478,winter
New York,2010-02-23,-7.742017167419467,winter
New York,2010-02-24,-1.5471963488205895,winter
New York,2010-02-25,2.416912592030086,winter
New York,2010-02-26,5.184705319130947,winter
New York,2010-02-27,2.4484568920846566,winter
New York,2010-02-28,5.029170594858674,winter
New York,2010-03-01,-1.5892820538548733,spring
New York,2010-03-02,9.26339834306605,spring
New York,2010-03-03,15.137090074819195,spring
New York,2010-03-04,3.271936390446921,spring
New York,2010-03-05,13.693242232982946,spring
New York,2010-03-06,12.518836252315403,spring
New York,2010-03-07,3.5975373305055953,spring
New York,2010-03-08,9.777028999678986,spring
New York,2010-03-09,13.314290807129854,spring
New York,2010-03-10,5.8163606789923135,spring
New York,2010-03-11,14.2126905753905,spring
New York,2010-03-12,15.168255088863354,spring
New York,2010-03-13,15.026609546122174,spring
New York,2010-03-14,4.836524740119215,spring
New York,2010-03-15,16.736748937582313,spring
New York,2010-03-16,17.59856660188611,spring
New York,2010-03-17,8.59131930981828,spring
New York,2010-03-18,12.073494433246607,spring
New York,2010-03-19,12.959609347238196,spring
New York,2010-03-20,2.4458526251242425,spring
New York,2010-03-21,-3.1548620030139585,spring
New York,2010-03-22,6.820986947215186,spring
New York,2010-03-23,9.619078085558302,spring
New York,2010-03-24,10.763941072615482,spring
New York,2010-03-25,20.98317814698646,spring
New York,2010-03-26,8.660576780521408,spring
New York,2010-03-27,9.758633197400716,spring
New York,2010-03-28,13.005196399646882,spring
New York,2010-03-29,12.190978966734114,spring
New York,2010-03-30,18.936593094637075,spring
New York,2010-03-31,15.41350730679706,spring
New York,2010-04-01,15.313455722918155,spring
New York,2010-04-02,4.856411884171209,spring
New York,2010-04-03,12.496380197778084,spring
New York,2010-04-04,13.842521775176154,spring
New York,2010-04-05,5.218247250068357,spring
New York,2010-04-06,0.7245458158585674,spring
New York,2010-04-07,12.934158906275895,spring
New York,2010-04-08,2.7136463417424306,spring
New York,2010-04-09,8.52830893111105,spring
New York,2010-04-10,10.071118221688124,spring
New York,2010-04-11,10.69555193591125,spring
New York,2010-04-12,15.265535900425949,spring
New York,2010-04-13,9.45615524625746,spring
New York,2010-04-14,11.89509497238328,spring
New York,2010-04-15,14.524935149239585,spring
New York,2010-04-16,1.8050529798944215,spring
New York,2010-04-17,15.664767702234021,spring
New York,2010-04-18,12.682579489651188,spring
New York,2010-04-19,11.643901244912751,spring
New York,2010-04-20,6.510863327308417,spring
New York,2010-04-21,9.801752374843511,spring
New York,2010-04-22,10.086758257987793,spring
New York,2010-04-23,9.182906348784023,spring
New York,2010-04-24,18.03479065584318,spring
New York,2010-04-25,7.307153861833947,spring
New York,2010-04-26,1.9354800802697483,spring
New York,2010-04-27,6.665586098731546,spring
New York,2010-04-28,14.907630592398537,spring
New York,2010-04-29,4.7817693311406275,spring
New York,2010-04-30,12.539915761359442,spring
New York,2010-05-01,10.574232642468258,spring
New York,2010-05-02,4.601897966245802,spring
New York,2010-05-03,9.434160588202932,spring
New York,2010-05-04,14.194142715411699,spring
New York,2010-05-05,12.271502689090745,spring
New York,2010-05-06,15.905043924615757,spring
New York,2010-05-07,10.622143876478322,spring
New York,2010-05-08,4.193665958069033,spring
New York,2010-05-09,15.430765502943977,spring
New York,2010-05-10,7.509554544604931,spring
New York,2010-05-11,6.994709623552206,spring
New York,2010-05-12,-2.174734060824882,spring
